ID,Assignments (100),Midterm (100),Final (100),Assignments (30%),Midterm (35%),Final (35%),Total (100%),Grade
XX27560,87,37,42,,,,,
XX27561,43,47,72,,,,,
XX27562,73,57,60,,,,,
XX27563,20,87,12,,,,,
XX27564,37,70,62,,,,,
XX27565,33,13,50,,,,,
XX27566,90,10,88,,,,,
XX27567,20,40,15,,,,,
XX27568,63,73,70,,,,,
XX27569,60,57,90,,,,,
XX27570,53,17,57,,,,,
XX27571,3,90,85,,,,,
XX27572,93,17,8,,,,,
XX27573,7,70,48,,,,,
XX27574,3,87,80,,,,,
XX27575,33,20,92,,,,,
XX27576,30,33,18,,,,,
XX27577,23,0,62,,,,,
XX27578,63,100,70,,,,,
XX27579,3,77,42,,,,,
XX27580,20,7,55,,,,,
XX27581,27,87,15,,,,,
XX27582,10,90,38,,,,,
XX27583,37,97,40,,,,,
XX27584,77,70,75,,,,,
XX27585,3,10,90,,,,,
XX27586,7,53,45,,,,,
XX27587,13,53,15,,,,,
XX27588,60,77,32,,,,,
XX27589,40,93,68,,,,,
XX27590,73,70,100,,,,,
XX27591,50,30,60,,,,,
XX27592,83,43,88,,,,,
XX27593,83,30,28,,,,,
XX27594,20,100,28,,,,,
XX27595,27,83,18,,,,,
XX27596,47,43,5,,,,,
XX27597,40,60,85,,,,,
XX27598,10,87,50,,,,,
XX27599,43,50,72,,,,,
XX27600,77,63,45,,,,,
XX27601,60,0,20,,,,,
XX27602,57,77,40,,,,,
XX27603,17,83,72,,,,,
XX27604,67,60,15,,,,,
XX27605,100,70,20,,,,,
XX27606,80,73,32,,,,,
XX27607,90,47,5,,,,,
XX27608,77,60,98,,,,,
XX27609,80,80,70,,,,,
XX27610,90,10,85,,,,,
XX27611,83,43,2,,,,,
XX27612,20,90,70,,,,,
XX27613,100,80,50,,,,,
XX27614,20,27,2,,,,,
XX27615,47,50,72,,,,,
XX27616,43,10,88,,,,,
XX27617,10,60,57,,,,,
XX27618,100,3,60,,,,,
XX27619,67,53,38,,,,,
XX27620,23,57,98,,,,,
XX27621,3,87,68,,,,,
XX27622,10,37,88,,,,,
XX27623,80,33,100,,,,,
XX27624,7,67,98,,,,,
XX27625,0,17,92,,,,,
XX27626,33,83,90,,,,,
XX27627,20,37,32,,,,,
XX27628,17,50,28,,,,,
XX27629,100,30,65,,,,,
XX27630,10,7,85,,,,,
XX27631,73,40,0,,,,,
XX27632,23,40,22,,,,,
XX27633,97,30,75,,,,,
XX27634,90,50,85,,,,,
XX27635,63,43,40,,,,,
XX27636,43,23,48,,,,,
XX27637,47,67,8,,,,,
XX27638,60,30,82,,,,,
XX27639,43,97,82,,,,,
XX27640,33,3,30,,,,,
XX27641,40,3,40,,,,,
XX27642,13,83,75,,,,,
XX27643,70,60,40,,,,,
XX27644,13,47,8,,,,,
XX27645,10,67,30,,,,,
XX27646,17,40,95,,,,,
XX27647,73,3,82,,,,,
XX27648,43,43,5,,,,,
XX27649,70,0,88,,,,,
XX27650,80,20,95,,,,,
XX27651,13,67,90,,,,,
XX27652,10,97,60,,,,,
XX27653,43,0,5,,,,,
XX27654,43,73,30,,,,,
XX27655,27,73,78,,,,,
XX27656,27,70,48,,,,,
XX27657,83,70,78,,,,,
XX27658,27,7,57,,,,,
XX27659,70,77,2,,,,,
XX27660,90,17,28,,,,,
XX27661,13,43,70,,,,,
XX27662,40,40,10,,,,,
XX27663,100,53,65,,,,,
XX27664,3,10,20,,,,,
XX27665,43,67,2,,,,,
XX27666,80,47,72,,,,,
XX27667,90,87,98,,,,,
XX27668,43,67,5,,,,,
XX27669,7,40,35,,,,,
XX27670,3,53,10,,,,,
XX27671,97,70,52,,,,,
XX27672,43,63,38,,,,,
XX27673,30,53,5,,,,,
XX27674,53,77,20,,,,,
XX27675,43,27,28,,,,,
XX27676,83,93,35,,,,,
XX27677,17,67,25,,,,,
XX27678,30,23,85,,,,,
XX27679,67,27,25,,,,,
XX27680,17,100,40,,,,,
XX27681,37,10,40,,,,,
XX27682,73,0,98,,,,,
XX27683,23,0,75,,,,,
XX27684,90,7,22,,,,,
XX27685,73,17,57,,,,,
XX27686,97,50,30,,,,,
XX27687,43,43,10,,,,,
XX27688,3,53,57,,,,,
XX27689,23,57,12,,,,,
XX27690,50,43,10,,,,,
XX27691,3,93,28,,,,,
XX27692,53,67,60,,,,,
XX27693,53,97,5,,,,,
XX27694,3,33,88,,,,,
XX27695,33,0,22,,,,,
XX27696,43,80,28,,,,,
XX27697,67,90,92,,,,,
XX27698,0,87,32,,,,,
XX27699,100,47,85,,,,,
XX27700,73,100,45,,,,,
XX27701,13,3,28,,,,,
XX27702,50,57,35,,,,,
XX27703,73,37,2,,,,,
XX27704,3,0,50,,,,,
XX27705,7,100,78,,,,,
XX27706,17,3,75,,,,,
XX27707,50,7,22,,,,,
XX27708,63,7,15,,,,,
XX27709,40,53,70,,,,,
XX27710,33,100,65,,,,,
XX27711,10,3,48,,,,,
XX27712,80,13,98,,,,,
XX27713,10,13,30,,,,,
XX27714,23,67,100,,,,,
XX27715,0,23,75,,,,,
XX27716,73,40,5,,,,,
XX27717,47,0,32,,,,,
XX27718,17,73,0,,,,,
XX27719,10,80,35,,,,,
XX27720,83,7,68,,,,,
XX27721,7,13,68,,,,,
XX27722,30,3,30,,,,,
XX27723,77,23,95,,,,,
XX27724,3,10,50,,,,,
XX27725,33,90,72,,,,,
XX27726,60,40,2,,,,,
XX27727,20,63,32,,,,,
XX27728,63,53,55,,,,,
XX27729,40,87,60,,,,,
XX27730,30,0,18,,,,,
XX27731,40,87,40,,,,,
XX27732,100,23,78,,,,,
XX27733,7,37,68,,,,,
XX27734,63,30,98,,,,,
XX27735,80,50,12,,,,,
XX27736,3,53,68,,,,,
XX27737,70,63,48,,,,,
XX27738,3,93,57,,,,,
XX27739,53,3,20,,,,,
XX27740,93,37,25,,,,,
XX27741,93,70,60,,,,,
XX27742,70,63,75,,,,,
XX27743,63,53,45,,,,,
XX27744,30,3,57,,,,,
XX27745,87,73,88,,,,,
XX27746,20,97,65,,,,,
XX27747,73,87,72,,,,,
XX27748,43,67,32,,,,,
XX27749,100,90,60,,,,,
XX27750,73,30,52,,,,,
XX27751,33,97,18,,,,,
XX27752,13,93,92,,,,,
XX27753,7,67,8,,,,,
XX27754,23,20,10,,,,,
XX27755,83,100,15,,,,,
XX27756,23,57,15,,,,,
XX27757,87,50,30,,,,,
XX27758,80,47,98,,,,,
XX27759,23,63,78,,,,,
XX27760,67,7,8,,,,,
XX27761,100,90,20,,,,,
XX27762,70,80,88,,,,,
XX27763,70,77,88,,,,,
XX27764,23,57,55,,,,,
XX27765,23,0,82,,,,,
XX27766,3,37,85,,,,,
XX27767,50,3,78,,,,,
XX27768,17,27,72,,,,,
XX27769,30,73,2,,,,,
XX27770,43,0,85,,,,,
XX27771,63,63,88,,,,,
XX27772,27,67,75,,,,,
XX27773,97,63,100,,,,,
XX27774,63,83,32,,,,,
XX27775,70,47,25,,,,,
XX27776,100,40,88,,,,,
XX27777,7,70,25,,,,,
XX27778,50,50,100,,,,,
XX27779,10,20,10,,,,,
XX27780,100,60,82,,,,,
XX27781,80,83,62,,,,,
XX27782,27,97,42,,,,,
XX27783,63,27,92,,,,,
XX27784,63,27,28,,,,,
XX27785,90,63,82,,,,,
XX27786,13,33,95,,,,,
XX27787,47,43,40,,,,,
XX27788,30,60,88,,,,,
XX27789,27,97,62,,,,,
XX27790,43,7,42,,,,,
XX27791,77,80,78,,,,,
XX27792,7,93,68,,,,,
XX27793,57,63,92,,,,,
XX27794,13,100,25,,,,,
XX27795,37,97,68,,,,,
XX27796,70,100,22,,,,,
XX27797,90,70,25,,,,,
XX27798,100,90,0,,,,,
XX27799,73,50,38,,,,,
XX27800,90,83,100,,,,,
XX27801,67,13,82,,,,,
XX27802,70,43,78,,,,,
XX27803,90,60,100,,,,,
XX27804,57,33,22,,,,,
XX27805,27,100,30,,,,,
XX27806,97,7,100,,,,,
XX27807,40,3,88,,,,,
XX27808,33,83,52,,,,,
XX27809,17,67,70,,,,,
XX27810,7,20,68,,,,,
XX27811,27,57,85,,,,,
XX27812,30,40,70,,,,,
XX27813,7,7,90,,,,,
XX27814,90,47,72,,,,,
XX27815,97,80,22,,,,,
XX27816,67,40,52,,,,,
XX27817,67,10,52,,,,,
XX27818,20,43,62,,,,,
XX27819,17,90,20,,,,,
XX27820,33,40,95,,,,,
XX27821,13,77,15,,,,,
XX27822,80,50,92,,,,,
XX27823,83,43,72,,,,,
XX27824,93,90,72,,,,,
XX27825,13,73,70,,,,,
XX27826,70,83,45,,,,,
XX27827,97,73,15,,,,,
XX27828,83,60,18,,,,,
XX27829,40,67,65,,,,,
XX27830,90,13,40,,,,,
XX27831,50,17,82,,,,,
XX27832,17,30,8,,,,,
XX27833,27,60,52,,,,,
XX27834,63,50,65,,,,,
XX27835,30,53,18,,,,,
XX27836,47,93,100,,,,,
XX27837,27,57,65,,,,,
XX27838,3,13,85,,,,,
XX27839,100,23,0,,,,,
XX27840,57,43,45,,,,,
XX27841,67,37,70,,,,,
XX27842,23,23,88,,,,,
XX27843,7,63,20,,,,,
XX27844,30,17,62,,,,,
XX27845,40,97,68,,,,,
XX27846,67,0,85,,,,,
XX27847,83,53,92,,,,,
XX27848,73,70,68,,,,,
XX27849,47,83,40,,,,,
XX27850,53,43,78,,,,,
XX27851,40,100,60,,,,,
XX27852,27,70,55,,,,,
XX27853,37,30,60,,,,,
XX27854,7,27,10,,,,,
XX27855,100,83,15,,,,,
XX27856,77,7,65,,,,,
XX27857,100,90,55,,,,,
XX27858,93,33,98,,,,,
XX27859,57,50,50,,,,,
XX27860,63,23,10,,,,,
XX27861,20,17,40,,,,,
XX27862,30,27,90,,,,,
XX27863,93,10,90,,,,,
XX27864,20,67,65,,,,,
XX27865,60,57,40,,,,,
XX27866,53,83,28,,,,,
XX27867,87,57,85,,,,,
XX27868,13,63,60,,,,,
XX27869,70,60,57,,,,,
XX27870,50,50,62,,,,,
XX27871,47,50,38,,,,,
XX27872,40,40,50,,,,,
XX27873,83,23,45,,,,,
XX27874,63,87,68,,,,,
XX27875,7,83,30,,,,,
XX27876,57,53,18,,,,,
XX27877,50,83,45,,,,,
XX27878,53,27,10,,,,,
XX27879,33,60,5,,,,,
XX27880,93,0,25,,,,,
XX27881,83,43,62,,,,,
XX27882,0,0,0,,,,,
XX27883,37,3,57,,,,,
XX27884,30,33,55,,,,,
XX27885,60,50,42,,,,,
XX27886,100,90,52,,,,,
XX27887,93,33,92,,,,,
XX27888,100,100,42,,,,,
XX27889,80,60,80,,,,,
XX27890,80,27,92,,,,,
XX27891,23,97,55,,,,,
XX27892,13,93,62,,,,,
XX27893,63,93,5,,,,,
XX27894,13,80,98,,,,,
XX27895,87,13,52,,,,,
XX27896,17,37,40,,,,,
XX27897,90,87,90,,,,,
XX27898,27,60,40,,,,,
XX27899,13,43,62,,,,,
XX27900,33,70,65,,,,,
XX27901,63,63,98,,,,,
XX27902,53,13,15,,,,,
XX27903,47,100,22,,,,,
XX27904,70,97,5,,,,,
XX27905,77,33,85,,,,,
XX27906,80,23,88,,,,,
XX27907,27,70,72,,,,,
XX27908,70,23,78,,,,,
XX27909,33,80,2,,,,,
XX27910,40,77,80,,,,,
XX27911,93,40,70,,,,,
XX27912,80,77,12,,,,,
XX27913,90,100,35,,,,,
XX27914,7,57,38,,,,,
XX27915,27,53,98,,,,,
XX27916,0,0,28,,,,,
XX27917,70,57,62,,,,,
XX27918,63,30,45,,,,,
XX27919,63,47,98,,,,,
XX27920,63,67,65,,,,,
XX27921,53,40,10,,,,,
XX27922,20,20,95,,,,,
XX27923,43,60,70,,,,,
XX27924,43,50,48,,,,,
XX27925,83,47,80,,,,,
XX27926,93,83,70,,,,,
XX27927,30,77,12,,,,,
XX27928,30,67,100,,,,,
XX27929,7,100,55,,,,,
XX27930,97,47,75,,,,,
XX27931,20,93,48,,,,,
XX27932,13,30,18,,,,,
XX27933,60,73,30,,,,,
XX27934,80,17,85,,,,,
XX27935,40,37,75,,,,,
XX27936,57,10,90,,,,,
XX27937,17,87,52,,,,,
XX27938,23,67,20,,,,,
XX27939,67,57,42,,,,,
XX27940,73,63,72,,,,,
XX27941,0,27,88,,,,,
XX27942,90,13,8,,,,,
XX27943,10,37,40,,,,,
XX27944,27,0,80,,,,,
XX27945,70,50,75,,,,,
XX27946,37,70,68,,,,,
XX27947,33,43,15,,,,,
XX27948,37,70,38,,,,,
XX27949,3,100,52,,,,,
XX27950,73,70,30,,,,,
XX27951,30,67,8,,,,,
XX27952,10,43,92,,,,,
XX27953,27,73,68,,,,,
XX27954,83,13,15,,,,,
XX27955,40,30,88,,,,,
XX27956,77,3,50,,,,,
XX27957,37,43,92,,,,,
XX27958,93,30,42,,,,,
XX27959,63,87,90,,,,,
XX27960,10,97,60,,,,,
XX27961,100,60,30,,,,,
XX27962,40,17,78,,,,,
XX27963,23,83,12,,,,,
XX27964,50,83,28,,,,,
XX27965,80,27,12,,,,,
XX27966,60,53,98,,,,,
XX27967,93,67,65,,,,,
XX27968,37,57,85,,,,,
XX27969,80,67,98,,,,,
XX27970,33,17,18,,,,,
XX27971,10,77,42,,,,,
XX27972,17,40,60,,,,,
XX27973,77,17,98,,,,,
XX27974,7,53,62,,,,,
XX27975,67,50,98,,,,,
XX27976,73,70,8,,,,,
XX27977,17,57,15,,,,,
XX27978,37,73,65,,,,,
XX27979,3,40,15,,,,,
XX27980,70,3,10,,,,,
XX27981,0,63,8,,,,,
XX27982,63,67,52,,,,,
XX27983,7,93,88,,,,,
XX27984,13,80,45,,,,,
XX27985,0,77,25,,,,,
XX27986,77,60,80,,,,,
XX27987,50,57,78,,,,,
XX27988,80,63,80,,,,,
XX27989,3,100,48,,,,,
XX27990,40,27,50,,,,,
XX27991,67,20,68,,,,,
XX27992,43,60,12,,,,,
XX27993,60,0,90,,,,,
XX27994,7,33,95,,,,,
XX27995,3,33,48,,,,,
XX27996,83,37,95,,,,,
XX27997,100,93,18,,,,,
XX27998,57,80,40,,,,,
XX27999,70,50,32,,,,,
XX28001,57,77,2,,,,,
XX28002,13,30,38,,,,,
XX28003,83,50,92,,,,,
XX28004,63,10,70,,,,,
XX28005,83,73,0,,,,,
XX28006,23,77,30,,,,,
XX28007,40,53,0,,,,,
XX28008,10,33,60,,,,,
XX28009,100,17,12,,,,,
XX28010,70,23,22,,,,,
XX28011,30,100,57,,,,,
XX28012,20,50,60,,,,,
XX28013,20,87,2,,,,,
XX28014,37,100,10,,,,,
XX28015,0,57,30,,,,,
XX28016,90,30,8,,,,,
XX28017,100,20,88,,,,,
XX28018,27,0,0,,,,,
XX28019,23,90,28,,,,,
XX28020,53,80,28,,,,,
XX28021,97,43,65,,,,,
XX28022,83,70,18,,,,,
XX28023,37,60,80,,,,,
XX28024,37,50,28,,,,,
XX28025,33,7,32,,,,,
XX28026,27,20,2,,,,,
XX28027,73,3,28,,,,,
XX28028,30,30,72,,,,,
XX28029,0,50,38,,,,,
XX28030,17,27,72,,,,,
XX28031,67,87,10,,,,,
XX28032,93,3,90,,,,,
XX28033,3,50,70,,,,,
XX28034,37,60,82,,,,,
XX28035,13,20,85,,,,,
XX28036,50,70,20,,,,,
XX28037,77,30,98,,,,,
XX28038,47,37,15,,,,,
XX28039,73,83,52,,,,,
XX28040,90,97,28,,,,,
XX28041,27,0,48,,,,,
XX28042,57,43,80,,,,,
XX28043,93,67,0,,,,,
XX28044,93,10,35,,,,,
XX28045,90,7,88,,,,,
XX28046,23,13,15,,,,,
XX28047,40,73,10,,,,,
XX28048,3,87,68,,,,,
XX28049,70,33,100,,,,,
XX28050,63,93,25,,,,,
XX28051,83,3,57,,,,,
XX28052,50,33,70,,,,,
XX28053,7,63,78,,,,,
XX28054,73,30,92,,,,,
XX28055,33,43,55,,,,,
XX28056,40,37,5,,,,,
XX28057,43,0,30,,,,,
XX28058,73,97,52,,,,,
XX28059,20,33,95,,,,,
XX28060,13,93,55,,,,,
XX28061,67,80,98,,,,,
XX28062,23,60,38,,,,,
XX28063,13,7,57,,,,,
XX28064,93,37,90,,,,,
XX28065,0,67,78,,,,,
XX28066,87,37,30,,,,,
XX28067,37,90,100,,,,,
XX28068,67,33,88,,,,,
XX28069,63,17,8,,,,,
XX28070,27,60,85,,,,,
XX28071,43,70,15,,,,,
XX28072,100,63,30,,,,,
XX28073,100,70,85,,,,,
XX28074,17,83,72,,,,,
XX28075,27,63,68,,,,,
XX28076,67,30,48,,,,,
XX28077,17,40,30,,,,,
XX28078,37,13,22,,,,,
XX28079,50,0,25,,,,,
XX28080,67,73,30,,,,,
XX28081,80,43,20,,,,,
XX28082,100,80,45,,,,,
XX28083,70,0,78,,,,,
XX28084,100,90,98,,,,,
XX28085,17,93,92,,,,,
XX28086,3,77,90,,,,,
XX28087,3,87,100,,,,,
XX28088,73,37,2,,,,,
XX28089,53,80,35,,,,,
XX28090,77,3,38,,,,,
XX28091,50,93,68,,,,,
XX28092,47,90,25,,,,,
XX28093,40,60,45,,,,,
XX28094,33,43,25,,,,,
XX28095,3,37,62,,,,,
XX28096,7,53,98,,,,,
XX28097,97,73,55,,,,,
XX28098,3,27,60,,,,,
XX28099,83,67,75,,,,,
XX28100,93,10,10,,,,,
XX28101,63,100,60,,,,,
XX28102,27,23,22,,,,,
XX28103,23,0,82,,,,,
XX28104,7,77,68,,,,,
XX28105,70,17,0,,,,,
XX28106,87,33,2,,,,,
XX28107,80,57,30,,,,,
XX28108,87,23,2,,,,,
XX28109,90,93,75,,,,,
XX28110,43,97,45,,,,,
XX28111,50,60,32,,,,,
XX28112,60,50,75,,,,,
XX28113,87,63,0,,,,,
XX28114,93,90,22,,,,,
XX28115,30,37,22,,,,,
XX28116,27,40,80,,,,,
XX28117,60,77,85,,,,,
XX28118,87,43,48,,,,,
XX28119,70,60,80,,,,,
XX28120,40,33,68,,,,,
XX28121,23,13,60,,,,,
XX28122,10,23,75,,,,,
XX28123,23,70,82,,,,,
XX28124,33,77,55,,,,,
XX28125,63,83,40,,,,,
XX28126,23,60,62,,,,,
XX28127,83,97,5,,,,,
XX28128,57,0,55,,,,,
XX28129,87,40,75,,,,,
XX28130,97,97,38,,,,,
XX28131,0,77,82,,,,,
XX28132,47,47,45,,,,,
XX28133,13,0,15,,,,,
XX28134,60,87,98,,,,,
XX28135,40,17,75,,,,,
XX28136,47,33,95,,,,,
XX28137,33,93,85,,,,,
XX28138,47,40,35,,,,,
XX28139,53,93,100,,,,,
XX28140,17,93,57,,,,,
XX28141,50,93,88,,,,,
XX28142,70,23,8,,,,,
XX28143,90,90,45,,,,,
XX28144,57,83,82,,,,,
XX28145,0,43,10,,,,,
XX28146,37,67,100,,,,,
XX28147,37,23,20,,,,,
XX28148,67,67,90,,,,,
XX28149,97,57,85,,,,,
XX28150,40,53,80,,,,,
XX28151,83,23,90,,,,,
XX28152,23,30,48,,,,,
XX28153,67,37,25,,,,,
XX28154,73,13,68,,,,,
XX28155,57,57,90,,,,,
XX28156,27,50,75,,,,,
XX28157,43,7,12,,,,,
XX28158,100,93,28,,,,,
XX28159,63,53,15,,,,,
XX28160,20,37,15,,,,,
XX28161,53,17,80,,,,,
XX28162,43,83,70,,,,,
XX28163,77,77,30,,,,,
XX28164,27,70,45,,,,,
XX28165,90,93,30,,,,,
XX28166,17,77,48,,,,,
XX28167,47,53,50,,,,,
XX28168,67,33,15,,,,,
XX28169,33,73,50,,,,,
XX28170,17,27,65,,,,,
XX28171,57,30,100,,,,,
XX28172,7,80,18,,,,,
XX28173,93,60,95,,,,,
XX28174,77,0,0,,,,,
XX28175,80,7,38,,,,,
XX28176,57,73,88,,,,,
XX28177,80,60,22,,,,,
XX28178,100,37,50,,,,,
XX28179,17,37,5,,,,,
XX28180,7,57,70,,,,,
XX28181,50,20,45,,,,,
XX28182,3,57,72,,,,,
XX28183,20,20,82,,,,,
XX28184,10,3,70,,,,,
XX28185,20,67,45,,,,,
XX28186,60,70,78,,,,,
XX28187,7,47,12,,,,,
XX28188,67,87,15,,,,,
XX28189,53,43,28,,,,,
XX28190,60,0,85,,,,,
XX28191,27,17,62,,,,,
XX28192,70,40,22,,,,,
XX28193,20,23,0,,,,,
XX28194,83,43,30,,,,,
XX28195,97,33,12,,,,,
XX28196,60,17,70,,,,,
XX28197,53,63,12,,,,,
XX28198,90,23,80,,,,,
XX28199,20,97,15,,,,,
XX28200,90,37,75,,,,,
XX28201,57,80,0,,,,,
XX28202,27,37,50,,,,,
XX28203,0,23,12,,,,,
XX28204,100,60,38,,,,,
XX28205,33,40,100,,,,,
XX28206,50,90,15,,,,,
XX28207,83,63,50,,,,,
XX28208,23,17,88,,,,,
XX28209,27,53,90,,,,,
XX28210,0,57,72,,,,,
XX28211,50,33,42,,,,,
XX28212,10,17,80,,,,,
XX28213,100,97,20,,,,,
XX28214,57,100,28,,,,,
XX28215,33,7,20,,,,,
XX28216,83,20,25,,,,,
XX28217,43,100,8,,,,,
XX28218,67,83,98,,,,,
XX28219,47,77,5,,,,,
XX28220,50,90,2,,,,,
XX28221,10,83,60,,,,,
XX28222,37,50,5,,,,,
XX28223,13,63,100,,,,,
XX28224,47,17,42,,,,,
XX28225,33,63,32,,,,,
XX28226,10,60,22,,,,,
XX28227,40,100,45,,,,,
XX28228,23,63,5,,,,,
XX28229,53,63,20,,,,,
XX28230,53,7,100,,,,,
XX28231,83,87,68,,,,,
XX28232,27,70,78,,,,,
XX28233,43,77,18,,,,,
XX28234,73,20,55,,,,,
XX28235,47,30,75,,,,,
XX28236,63,97,68,,,,,
XX28237,20,57,50,,,,,
XX28238,47,20,28,,,,,
XX28239,30,33,22,,,,,
XX28240,37,43,40,,,,,
XX28241,97,50,45,,,,,
XX28242,20,97,32,,,,,
XX28243,57,67,100,,,,,
XX28244,80,93,38,,,,,
XX28245,67,40,72,,,,,
XX28246,60,90,0,,,,,
XX28247,73,73,95,,,,,
XX28248,33,47,5,,,,,
XX28249,30,27,65,,,,,
XX28250,7,7,68,,,,,
XX28251,67,60,50,,,,,
XX28252,90,60,80,,,,,
XX28253,27,40,10,,,,,
XX28254,40,10,38,,,,,
XX28255,30,53,90,,,,,
XX28256,80,13,88,,,,,
XX28257,80,13,45,,,,,
XX28258,63,3,22,,,,,
XX28259,40,50,25,,,,,
XX28260,13,60,90,,,,,
XX28261,63,73,2,,,,,
XX28262,13,23,2,,,,,
XX28263,17,60,8,,,,,
XX28264,3,100,55,,,,,
XX28265,63,20,0,,,,,
XX28266,7,3,85,,,,,
XX28267,43,43,88,,,,,
XX28268,67,0,25,,,,,
XX28269,17,53,72,,,,,
XX28270,47,7,50,,,,,
XX28271,13,17,18,,,,,
XX28272,20,27,10,,,,,
XX28273,97,40,40,,,,,
XX28274,0,60,38,,,,,
XX28275,33,97,28,,,,,
XX28276,20,33,82,,,,,
XX28277,77,60,5,,,,,
XX28278,53,97,72,,,,,
XX28279,90,37,48,,,,,
XX28280,87,70,28,,,,,
XX28281,37,80,100,,,,,
XX28282,40,87,10,,,,,
XX28283,100,100,72,,,,,
XX28284,7,23,90,,,,,
XX28285,67,43,15,,,,,
XX28286,3,47,80,,,,,
XX28287,67,90,20,,,,,
XX28288,7,27,62,,,,,
XX28289,37,17,95,,,,,
XX28290,80,67,8,,,,,
XX28291,53,20,15,,,,,
XX28292,17,73,35,,,,,
XX28293,20,97,72,,,,,
XX28294,77,0,80,,,,,
XX28295,0,70,22,,,,,
XX28296,80,60,50,,,,,
XX28297,17,43,22,,,,,
XX28298,83,80,42,,,,,
XX28299,27,33,18,,,,,
XX28300,37,33,100,,,,,
XX28301,40,50,82,,,,,
XX28302,93,37,88,,,,,
XX28303,13,13,45,,,,,
XX28304,87,3,57,,,,,
XX28305,17,73,10,,,,,
XX28306,30,77,72,,,,,
XX28307,30,80,22,,,,,
XX28308,27,83,38,,,,,
XX28309,20,3,18,,,,,
XX28310,57,100,5,,,,,
XX28311,80,57,72,,,,,
XX28312,37,70,2,,,,,
XX28313,100,53,2,,,,,
XX28314,7,27,32,,,,,
XX28315,40,10,80,,,,,
XX28316,47,70,100,,,,,
XX28317,93,97,2,,,,,
XX28318,53,83,38,,,,,
XX28319,57,93,80,,,,,
XX28320,57,7,0,,,,,
XX28321,97,93,22,,,,,
XX28322,0,23,90,,,,,
XX28323,33,40,20,,,,,
XX28324,100,67,32,,,,,
XX28325,87,37,45,,,,,
XX28326,57,80,82,,,,,
XX28327,93,67,30,,,,,
XX28328,80,97,75,,,,,
XX28329,30,100,78,,,,,
XX28330,50,93,40,,,,,
XX28331,13,3,92,,,,,
XX28332,47,73,92,,,,,
XX28333,23,10,62,,,,,
XX28334,77,33,15,,,,,
XX28335,97,40,90,,,,,
XX28336,53,33,28,,,,,
XX28337,47,40,22,,,,,
XX28338,40,33,8,,,,,
XX28339,20,83,42,,,,,
XX28340,73,3,28,,,,,
XX28341,70,60,32,,,,,
XX28342,73,0,95,,,,,
XX28343,67,47,82,,,,,
XX28344,13,53,72,,,,,
XX28345,93,17,52,,,,,
XX28346,90,53,52,,,,,
XX28347,73,17,48,,,,,
XX28348,23,93,25,,,,,
XX28349,70,17,75,,,,,
XX28350,80,30,100,,,,,
XX28351,53,90,8,,,,,
XX28352,3,0,60,,,,,
XX28353,73,43,95,,,,,
XX28354,7,80,95,,,,,
XX28355,40,97,50,,,,,
XX28356,60,13,10,,,,,
XX28357,53,63,22,,,,,
XX28358,10,63,0,,,,,
XX28359,0,10,15,,,,,
XX28360,43,100,95,,,,,
XX28361,57,17,78,,,,,
XX28362,53,57,48,,,,,
XX28363,23,50,12,,,,,
XX28364,20,100,75,,,,,
XX28365,93,3,65,,,,,
XX28366,7,13,12,,,,,
XX28367,43,90,22,,,,,
XX28368,83,50,28,,,,,
XX28369,17,77,28,,,,,
XX28370,13,67,20,,,,,
XX28371,27,23,30,,,,,
XX28372,77,67,18,,,,,
XX28373,80,73,35,,,,,
XX28374,37,37,70,,,,,
XX28375,83,83,80,,,,,
XX28376,30,37,75,,,,,
XX28377,83,37,95,,,,,
XX28378,27,43,90,,,,,
XX28379,43,13,18,,,,,
XX28380,77,93,85,,,,,
XX28381,27,80,45,,,,,
XX28382,57,17,78,,,,,
XX28383,50,47,42,,,,,
XX28384,10,60,40,,,,,
XX28385,17,100,42,,,,,
XX28386,97,10,12,,,,,
XX28387,23,33,78,,,,,
XX28388,73,27,25,,,,,
XX28389,10,80,72,,,,,
XX28390,93,7,32,,,,,
XX28391,63,37,88,,,,,
XX28392,80,100,12,,,,,
XX28393,20,73,82,,,,,
XX28394,77,10,88,,,,,
XX28395,23,47,90,,,,,
XX28396,3,20,92,,,,,
XX28397,77,77,2,,,,,
XX28398,60,27,65,,,,,
XX28399,30,53,8,,,,,
XX28400,77,27,15,,,,,
XX28401,100,37,68,,,,,
XX28402,7,80,38,,,,,
XX28403,27,90,55,,,,,
XX28404,40,90,70,,,,,
XX28405,80,83,68,,,,,
XX28406,30,87,2,,,,,
XX28407,63,37,40,,,,,
XX28408,23,47,18,,,,,
XX28409,3,50,62,,,,,
XX28410,63,23,88,,,,,
XX28411,70,80,88,,,,,
XX28412,90,87,40,,,,,
XX28413,20,93,95,,,,,
XX28414,47,3,90,,,,,
XX28415,10,30,0,,,,,
XX28416,3,50,40,,,,,
XX28417,40,17,42,,,,,
XX28418,0,80,50,,,,,
XX28419,97,50,92,,,,,
XX28420,30,30,12,,,,,
XX28421,27,3,52,,,,,
XX28422,23,20,95,,,,,
XX28423,3,97,5,,,,,
XX28424,83,63,0,,,,,
XX28425,70,70,57,,,,,
XX28426,77,33,28,,,,,
XX28427,40,90,80,,,,,
XX28428,33,37,20,,,,,
XX28429,27,90,2,,,,,
XX28430,93,63,45,,,,,
XX28431,67,50,8,,,,,
